col1;col2;col3;col4;col5;target
0.420045212402977;39.48410152114214;22.283535132736585;-2.9024251164013037;g;0
;0.4637800770649081;17.02921666474773;-4.8462429446806325;g;0
1.8890044228363343;56.577120939302716;38.33270712776922;17.768935357203972;g;1
1.6055672986121858;21.16180007274394;24.265771276110293;-14.835812176415143;s;0
0.5379995055388753;63.8608967807759;25.66540125105363;;g;1
3.311000755516305;52.971868498287634;42.91691048044726;;g;1
;;16.83738545975745;-9.271130466321305;g;0
2.8759966512762185;49.36950461002919;23.576344987223422;33.659126986724104;d;1
3.5845928605598645;32.01865270094903;46.96356065147999;-2.9282021919561707;g;1
4.35425936887858;35.536343321212144;38.612280443544186;17.571617176041734;d;1
3.68256781420198;12.766635898294874;25.04857152377394;-4.115985500161532;g;0
2.4366757017658838;49.28601299859221;46.35813605981817;6.7672438245314765;g;0
1.9978773191233752;-4.320266765585576;16.064488529487885;-33.92047826256075;d;0
2.1167482315779655;26.850141176826693;;-17.053389150155986;s;0
1.378117917411697;58.99406803881743;40.28769003952287;13.471255267010733;g;1
2.5836860339569543;45.13711831346547;45.54568334548124;4.021512333864152;g;1
0.42791043197623013;66.9124484313501;23.67857481777955;29.384259024754854;g;1
1.3265190070845339;31.615984019321605;24.459635660043855;-5.155077717343396;g;0
2.147107045920028;52.9636049447134;30.874655168899263;23.31436705573018;d;0
2.6242927093944486;;34.47685757315602;-9.430867857331648;g;0
0.35727500413215196;62.992439971201115;37.45152068730498;10.433588454193796;g;1
4.285571128024219;17.34174907139937;30.87661279023657;2.1222429263124383;g;0
3.6246773983856206;42.76344587031304;55.8658743026578;1.9692944351361419;g;1
0.3726794074687385;6.059922156668525;11.059948260503951;-33.36727474085107;s;0
2.070806246141417;27.213158152591728;19.317394886352833;2.261468123195719;d;0
2.747067507043692;;25.359181631874563;;;0
3.0267318162403636;-1.8757995964816931;12.901136111492288;-17.071858418179055;;0
4.4837948796865135;-23.466294113227182;-2.4315085871794384;-13.29651525285253;d;0
2.0170790184628276;18.9084258686546;;-17.183798576126918;;0
2.8045659638436873;23.582121488508317;39.84720908263811;-14.490948646148741;s;1
2.3031825814787723;27.57278545093201;13.87794393226625;10.433213957944467;d;0
0.6504894222942141;13.181406975322808;5.2998027340821;-16.133087037419116;d;0
1.2984032570523394;59.49053248575068;37.143319223441864;16.30624256157637;g;1
1.7800670759471462;20.75835679910698;7.1443684307939215;3.1735277465531873;d;1
